index,year,month,dz,count
0,2010.0,1.0,,
1,2010.0,2.0,,
2,2010.0,3.0,,
3,2010.0,4.0,,
4,2010.0,5.0,,
5,2010.0,6.0,,
6,2010.0,7.0,,
7,2010.0,8.0,,
8,2010.0,9.0,0.0063835735391673115,720.0
9,2010.0,10.0,,
10,2010.0,11.0,,
11,2010.0,12.0,,
12,2011.0,1.0,,
13,2011.0,2.0,,
14,2011.0,3.0,0.014937399870101644,744.0
15,2011.0,4.0,,
16,2011.0,5.0,,
17,2011.0,6.0,,
18,2011.0,7.0,-1.465068997618533,744.0
19,2011.0,8.0,-0.7763069279064732,744.0
20,2011.0,9.0,0.009854130066266282,720.0
21,2011.0,10.0,0.0,0.0
22,2011.0,11.0,0.010489932963476934,720.0
23,2011.0,12.0,-0.001115764595510842,744.0
24,2012.0,1.0,0.0,0.0
25,2012.0,2.0,,
26,2012.0,3.0,-0.005844008462995997,744.0
27,2012.0,4.0,,
28,2012.0,5.0,,
29,2012.0,6.0,,
30,2012.0,7.0,,
31,2012.0,8.0,,
32,2012.0,9.0,,
33,2012.0,10.0,,
34,2012.0,11.0,,
35,2012.0,12.0,,
36,2013.0,1.0,,
37,2013.0,2.0,,
38,2013.0,3.0,,
39,2013.0,4.0,,
40,2013.0,5.0,,
41,2013.0,6.0,,
42,2013.0,7.0,,
43,2013.0,8.0,,
44,2013.0,9.0,0.0,0.0
45,2013.0,10.0,0.0,0.0
46,2013.0,11.0,0.0,0.0
47,2013.0,12.0,0.0044993577253376865,744.0
48,2014.0,1.0,-0.0220276989968956,744.0
49,2014.0,2.0,,
50,2014.0,3.0,-0.026236874864688797,744.0
51,2014.0,4.0,-0.03570515487748462,720.0
52,2014.0,5.0,-0.04348774626542528,744.0
53,2014.0,6.0,-0.05784421809986089,720.0
54,2014.0,7.0,-1.1628104541026212,744.0
55,2014.0,8.0,-0.2874954643862298,744.0
56,2014.0,9.0,0.0,0.0
57,2014.0,10.0,-0.026734650357219336,744.0
58,2014.0,11.0,-0.02553755201109585,720.0
59,2014.0,12.0,-0.021750164176949728,744.0
60,2015.0,1.0,-0.1165361748574719,744.0
61,2015.0,2.0,,
62,2015.0,3.0,-0.06805679620408453,744.0
63,2015.0,4.0,-0.11796488287871738,720.0
64,2015.0,5.0,-0.09689600562892357,744.0
65,2015.0,6.0,-0.40752476306056423,720.0
66,2015.0,7.0,-1.857388471530636,744.0
67,2015.0,8.0,-0.46630531500324673,744.0
68,2015.0,9.0,0.0,0.0
69,2015.0,10.0,-0.040631413725913904,744.0
70,2015.0,11.0,,
71,2015.0,12.0,,
72,2016.0,1.0,,
73,2016.0,2.0,,
74,2016.0,3.0,-0.03895127628825267,744.0
75,2016.0,4.0,0.0,0.0
76,2016.0,5.0,0.007637822039403133,744.0
77,2016.0,6.0,0.0,0.0
78,2016.0,7.0,-1.2836710868153278,744.0
79,2016.0,8.0,-0.6125889388034929,744.0
80,2016.0,9.0,0.0,0.0
81,2016.0,10.0,0.010951390993722141,744.0
82,2016.0,11.0,0.007514944521498292,720.0
83,2016.0,12.0,-0.0036458216064075588,744.0
84,2017.0,1.0,0.00905246806668253,744.0
85,2017.0,2.0,,
86,2017.0,3.0,0.0,0.0
87,2017.0,4.0,0.008133934350439501,720.0
88,2017.0,5.0,0.008584616078517427,744.0
89,2017.0,6.0,0.0,0.0
90,2017.0,7.0,-0.3410313325395093,744.0
91,2017.0,8.0,-0.6103827993072078,744.0
92,2017.0,9.0,0.01677032863307201,720.0
93,2017.0,10.0,0.003244057155229376,744.0
94,2017.0,11.0,0.0,0.0
95,2017.0,12.0,0.001153160857328525,744.0
96,2018.0,1.0,0.013599144836546943,744.0
97,2018.0,2.0,,
98,2018.0,3.0,0.00018259363498584694,744.0
99,2018.0,4.0,0.0026276641239023845,720.0
100,2018.0,5.0,0.0,0.0
101,2018.0,6.0,-0.047621095315149214,720.0
102,2018.0,7.0,-0.009402895648409241,744.0
103,2018.0,8.0,-0.10054567727502096,744.0
104,2018.0,9.0,-0.03943516913237661,720.0
105,2018.0,10.0,0.01136580067835784,744.0
106,2018.0,11.0,0.019424895977809234,720.0
107,2018.0,12.0,0.013946205888721423,744.0
108,2019.0,1.0,0.019985305260881506,744.0
109,2019.0,2.0,,
110,2019.0,3.0,0.0028106480479185253,744.0
111,2019.0,4.0,0.014674133148405925,720.0
112,2019.0,5.0,0.0,0.0
113,2019.0,6.0,-0.1677134997688389,720.0
114,2019.0,7.0,-1.7659577740492163,744.0
115,2019.0,8.0,-0.7932510572273939,744.0
116,2019.0,9.0,-0.011606684388964162,720.0
117,2019.0,10.0,-0.009353067943994655,744.0
118,2019.0,11.0,,
119,2019.0,12.0,,
120,2020.0,1.0,,
121,2020.0,2.0,,
122,2020.0,3.0,,
123,2020.0,4.0,,
124,2020.0,5.0,,
125,2020.0,6.0,,
126,2020.0,7.0,,
127,2020.0,8.0,,
128,2020.0,9.0,,
129,2020.0,10.0,,
130,2020.0,11.0,,
131,2020.0,12.0,,
