index,year,month,dz,count
0,2007.0,1.0,,
1,2007.0,2.0,,
2,2007.0,3.0,,
3,2007.0,4.0,,
4,2007.0,5.0,,
5,2007.0,6.0,,
6,2007.0,7.0,,
7,2007.0,8.0,,
8,2007.0,9.0,-0.9049533229311137,720.0
9,2007.0,10.0,-0.4607179097207187,744.0
10,2007.0,11.0,0.0,0.0
11,2007.0,12.0,-0.09915220827018814,744.0
12,2008.0,1.0,0.0,0.0
13,2008.0,2.0,,
14,2008.0,3.0,0.0,0.0
15,2008.0,4.0,-0.03192898751733718,720.0
16,2008.0,5.0,-1.4778905390777242,744.0
17,2008.0,6.0,0.0,0.0
18,2008.0,7.0,0.0,0.0
19,2008.0,8.0,,
20,2008.0,9.0,-1.3319375751271352,720.0
21,2008.0,10.0,-0.04030697842245715,744.0
22,2008.0,11.0,0.0,0.0
23,2008.0,12.0,-0.04336779786389413,744.0
24,2009.0,1.0,-0.1311641715378484,744.0
25,2009.0,2.0,,
26,2009.0,3.0,0.0,0.0
27,2009.0,4.0,0.0,0.0
28,2009.0,5.0,0.0,0.0
29,2009.0,6.0,-0.2654927627523499,720.0
30,2009.0,7.0,-0.5255636447282962,744.0
31,2009.0,8.0,-1.6621664268620218,744.0
32,2009.0,9.0,-0.4493785536229694,720.0
33,2009.0,10.0,-0.1149892292704041,744.0
34,2009.0,11.0,0.007194983818770991,720.0
35,2009.0,12.0,0.0,0.0
36,2010.0,1.0,0.010186223569317275,744.0
37,2010.0,2.0,,
38,2010.0,3.0,0.011464526953887373,744.0
39,2010.0,4.0,0.004236760286640145,720.0
40,2010.0,5.0,-2.9643348794832907,744.0
41,2010.0,6.0,-1.809160922330098,720.0
42,2010.0,7.0,-2.1394599071315556,744.0
43,2010.0,8.0,,
44,2010.0,9.0,,
45,2010.0,10.0,,
46,2010.0,11.0,,
47,2010.0,12.0,-0.038071817492961804,744.0
48,2011.0,1.0,0.008241816410483273,744.0
49,2011.0,2.0,,
50,2011.0,3.0,-0.10586634913761885,744.0
51,2011.0,4.0,,
52,2011.0,5.0,-0.2297638756585096,744.0
53,2011.0,6.0,-0.9767787852519614,720.0
54,2011.0,7.0,-1.7075162481056485,744.0
55,2011.0,8.0,-1.5037300064949117,744.0
56,2011.0,9.0,-0.6165296578825675,720.0
57,2011.0,10.0,-0.04765364797575077,744.0
58,2011.0,11.0,-0.03393392279241607,720.0
59,2011.0,12.0,0.0040736198311356045,744.0
60,2012.0,1.0,0.0,0.0
61,2012.0,2.0,,
62,2012.0,3.0,0.0,0.0
63,2012.0,4.0,0.0,0.0
64,2012.0,5.0,-0.14039305044381364,744.0
65,2012.0,6.0,-1.9952023462783162,720.0
66,2012.0,7.0,0.0,0.0
67,2012.0,8.0,-1.6437972577036903,744.0
68,2012.0,9.0,-1.0257258899676338,720.0
69,2012.0,10.0,-0.4080908205239177,744.0
70,2012.0,11.0,-0.037643793342583894,720.0
71,2012.0,12.0,-3.609547520668249e-05,744.0
72,2013.0,1.0,-0.001708124052814231,744.0
73,2013.0,2.0,,
74,2013.0,3.0,0.015463514830050814,744.0
75,2013.0,4.0,0.008281593851138403,720.0
76,2013.0,5.0,0.016529909071233223,744.0
77,2013.0,6.0,,
78,2013.0,7.0,-1.0688229713888888,743.0
79,2013.0,8.0,-1.1510371725481654,744.0
80,2013.0,9.0,-0.63256203190013,720.0
81,2013.0,10.0,-0.25373729162156156,744.0
82,2013.0,11.0,0.0,0.0
