index,year,month,dz,count
95,2014.0,12.0,0.0012063451685095227,744.0
96,2015.0,1.0,0.006882106516567745,744.0
97,2015.0,2.0,,
98,2015.0,3.0,-0.030283207043370387,744.0
99,2015.0,4.0,,
100,2015.0,5.0,,
101,2015.0,6.0,,
102,2015.0,7.0,-0.08021127228115724,744.0
103,2015.0,8.0,-0.07213489391643008,744.0
104,2015.0,9.0,-0.011522280012326882,720.0
105,2015.0,10.0,0.01967126903370348,744.0
106,2015.0,11.0,0.0,0.0
107,2015.0,12.0,0.0,0.0
108,2016.0,1.0,0.014610626398216576,744.0
109,2016.0,2.0,,
110,2016.0,3.0,0.01888694883452685,744.0
111,2016.0,4.0,0.0,0.0
112,2016.0,5.0,-0.03920099227826681,744.0
113,2016.0,6.0,-0.8106209200184947,720.0
114,2016.0,7.0,-1.145548051526303,744.0
115,2016.0,8.0,-0.8373457891318472,744.0
116,2016.0,9.0,-0.0019052025920686564,720.0
117,2016.0,10.0,,
118,2016.0,11.0,0.0,0.0
119,2016.0,12.0,0.0,0.0
120,2017.0,1.0,0.006460436963273788,744.0
121,2017.0,2.0,,
122,2017.0,3.0,0.009818849678863536,744.0
123,2017.0,4.0,-0.02187299083063623,720.0
124,2017.0,5.0,-0.005540521036296531,744.0
125,2017.0,6.0,0.0005829615503156787,720.0
126,2017.0,7.0,-0.14780662481056386,744.0
127,2017.0,8.0,-0.4835115609439251,744.0
128,2017.0,9.0,0.0,0.0
129,2017.0,10.0,0.0,0.0
130,2017.0,11.0,9.069579288173643e-05,720.0
131,2017.0,12.0,0.0,0.0
132,2018.0,1.0,0.01589384967886666,744.0
133,2018.0,2.0,,
134,2018.0,3.0,-0.0027937847297396525,744.0
135,2018.0,4.0,0.004897565110188678,720.0
136,2018.0,5.0,-0.003068413076421724,744.0
137,2018.0,6.0,-0.25993763484358157,720.0
138,2018.0,7.0,-0.8879755358302657,744.0
139,2018.0,8.0,-0.6067836436458077,744.0
140,2018.0,9.0,0.0,0.0
141,2018.0,10.0,-0.2759903081475068,744.0
142,2018.0,11.0,0.0,0.0
143,2018.0,12.0,0.019681067330593938,744.0
144,2019.0,1.0,-0.010952944360246837,744.0
145,2019.0,2.0,,
146,2019.0,3.0,0.0,0.0
147,2019.0,4.0,0.0,0.0
148,2019.0,5.0,-0.3182332214765077,744.0
149,2019.0,6.0,-1.0593814840499252,720.0
150,2019.0,7.0,-1.2222751244858177,744.0
151,2019.0,8.0,-0.8049451612903193,744.0
152,2019.0,9.0,-0.028945708121432122,720.0
153,2019.0,10.0,0.0,0.0
154,2019.0,11.0,,
155,2019.0,12.0,,
156,2020.0,1.0,,
157,2020.0,2.0,,
158,2020.0,3.0,,
159,2020.0,4.0,,
160,2020.0,5.0,,
161,2020.0,6.0,,
162,2020.0,7.0,,
163,2020.0,8.0,,
164,2020.0,9.0,,
165,2020.0,10.0,,
166,2020.0,11.0,,
167,2020.0,12.0,,
