index,year,month,dz,count
0,2010.0,1.0,,
1,2010.0,2.0,,
2,2010.0,3.0,,
3,2010.0,4.0,,
4,2010.0,5.0,,
5,2010.0,6.0,,
6,2010.0,7.0,,
7,2010.0,8.0,,
8,2010.0,9.0,,
9,2010.0,10.0,,
10,2010.0,11.0,,
11,2010.0,12.0,,
12,2011.0,1.0,,
13,2011.0,2.0,,
14,2011.0,3.0,,
15,2011.0,4.0,,
16,2011.0,5.0,,
17,2011.0,6.0,,
18,2011.0,7.0,-0.4407108898029876,744.0
19,2011.0,8.0,-0.5938454264992425,744.0
20,2011.0,9.0,-0.04369442903374958,720.0
21,2011.0,10.0,-0.029099247672656228,744.0
22,2011.0,11.0,-0.004890811373092636,720.0
23,2011.0,12.0,-0.025140241394241085,744.0
24,2012.0,1.0,0.0,0.0
25,2012.0,2.0,,
26,2012.0,3.0,0.0,0.0
27,2012.0,4.0,0.01788974803513667,720.0
28,2012.0,5.0,0.0,0.0
29,2012.0,6.0,-0.01093075589459092,720.0
30,2012.0,7.0,-0.9134986685429755,744.0
31,2012.0,8.0,-0.284392487551418,744.0
32,2012.0,9.0,-0.00020016181229754381,720.0
33,2012.0,10.0,0.00714348343797364,744.0
34,2012.0,11.0,-0.013005767452611894,720.0
35,2012.0,12.0,-0.011806549036587635,744.0
36,2013.0,1.0,0.016468348127301385,744.0
37,2013.0,2.0,,
38,2013.0,3.0,0.0,0.0
39,2013.0,4.0,-0.015428602249961182,720.0
40,2013.0,5.0,0.0,0.0
41,2013.0,6.0,0.007844093851132829,720.0
42,2013.0,7.0,0.0,0.0
43,2013.0,8.0,-0.06912437396261817,744.0
44,2013.0,9.0,0.0010105640314380044,720.0
45,2013.0,10.0,-0.0026878328642561573,744.0
46,2013.0,11.0,-0.02903930883032787,720.0
47,2013.0,12.0,-0.0204517752760336,744.0
48,2014.0,1.0,0.0,0.0
49,2014.0,2.0,,
50,2014.0,3.0,-0.00899718553799518,744.0
51,2014.0,4.0,0.0,0.0
52,2014.0,5.0,0.016888319982680772,744.0
53,2014.0,6.0,0.0,0.0
54,2014.0,7.0,-0.08352765750162355,744.0
55,2014.0,8.0,-0.02769654506747436,744.0
56,2014.0,9.0,-1.3588253833410378,720.0
57,2014.0,10.0,-0.04592362524355925,744.0
58,2014.0,11.0,-0.01710444405917659,720.0
59,2014.0,12.0,-0.03909764018185683,744.0
60,2015.0,1.0,-0.06687150898462778,744.0
61,2015.0,2.0,,
62,2015.0,3.0,0.0,0.0
63,2015.0,4.0,0.0,0.0
64,2015.0,5.0,0.0,0.0
65,2015.0,6.0,-0.007288243566034346,720.0
66,2015.0,7.0,-0.7228228656996472,744.0
67,2015.0,8.0,-0.04246854297466925,744.0
68,2015.0,9.0,0.016146719448297486,720.0
69,2015.0,10.0,-0.019454636645738634,744.0
70,2015.0,11.0,-0.01643213129912106,720.0
71,2015.0,12.0,-0.048118974164681715,744.0
72,2016.0,1.0,-0.021465650934545572,744.0
73,2016.0,2.0,,
74,2016.0,3.0,0.008590172836834322,744.0
75,2016.0,4.0,0.0,0.0
76,2016.0,5.0,0.008713992927762758,744.0
77,2016.0,6.0,-0.017668383032824753,720.0
78,2016.0,7.0,0.0,0.0
79,2016.0,8.0,-0.23434318034206522,744.0
80,2016.0,9.0,-0.012768997534287752,720.0
81,2016.0,10.0,0.00010909828967299847,744.0
82,2016.0,11.0,0.008455981276005367,720.0
83,2016.0,12.0,-0.013492281879193635,744.0
84,2017.0,1.0,-0.001964786750376657,744.0
85,2017.0,2.0,,
86,2017.0,3.0,0.017460099588655263,744.0
87,2017.0,4.0,0.006990788257051082,720.0
88,2017.0,5.0,-0.003184082052391338,744.0
89,2017.0,6.0,-0.011159558483587356,720.0
90,2017.0,7.0,-0.0024833134877666105,744.0
91,2017.0,8.0,-0.031521097640180726,744.0
92,2017.0,9.0,-0.013897463014331457,720.0
93,2017.0,10.0,-0.007868182146206359,744.0
94,2017.0,11.0,0.004233125288951178,720.0
95,2017.0,12.0,-0.008616865122319448,744.0
96,2018.0,1.0,0.006666002742297776,744.0
97,2018.0,2.0,,
98,2018.0,3.0,-0.007256556253156197,744.0
99,2018.0,4.0,0.0012399965325944028,720.0
100,2018.0,5.0,0.0157075773977053,744.0
101,2018.0,6.0,-0.005882662968099423,720.0
102,2018.0,7.0,-0.0020571985278196665,744.0
103,2018.0,8.0,-0.014210525366239716,744.0
104,2018.0,9.0,-0.01954410540915301,720.0
105,2018.0,10.0,-0.009667368478025141,744.0
106,2018.0,11.0,-0.00024063800277332621,720.0
107,2018.0,12.0,-0.011322748430395274,744.0
108,2019.0,1.0,0.003732479974022863,744.0
109,2019.0,2.0,,
110,2019.0,3.0,-0.0010106011402173526,744.0
111,2019.0,4.0,0.0,0.0
112,2019.0,5.0,0.017818802877288896,744.0
113,2019.0,6.0,,
114,2019.0,7.0,,
115,2019.0,8.0,-0.13087260951143795,744.0
116,2019.0,9.0,0.0007165433811070431,720.0
117,2019.0,10.0,-0.011290286497797857,744.0
118,2019.0,11.0,,
119,2019.0,12.0,,
120,2020.0,1.0,,
121,2020.0,2.0,,
122,2020.0,3.0,,
123,2020.0,4.0,,
124,2020.0,5.0,,
125,2020.0,6.0,,
126,2020.0,7.0,,
127,2020.0,8.0,,
128,2020.0,9.0,,
129,2020.0,10.0,,
130,2020.0,11.0,,
131,2020.0,12.0,,
