date,dzdt
2011-08-12 09:00:00+00:00,-0.21
2017-07-02 21:00:00+00:00,-0.16
2017-07-03 19:00:00+00:00,-0.18
2017-07-10 20:00:00+00:00,-0.21
2017-07-11 21:00:00+00:00,-0.20
2017-07-15 19:00:00+00:00,-0.17
2017-07-18 16:00:00+00:00,-0.20
2017-07-19 21:00:00+00:00,-0.22
2017-07-21 18:00:00+00:00,-0.16
2017-07-21 19:00:00+00:00,-0.17
2017-07-22 20:00:00+00:00,-0.19
2017-07-23 12:00:00+00:00,0.21
2017-07-24 14:00:00+00:00,-0.28
2017-07-25 14:00:00+00:00,0.16
2017-07-26 07:00:00+00:00,0.28
2017-07-26 19:00:00+00:00,-0.36
2017-07-26 20:00:00+00:00,-0.33
2017-07-26 21:00:00+00:00,-0.26
2017-07-26 22:00:00+00:00,-0.17
2017-07-27 06:00:00+00:00,0.15
2017-07-27 07:00:00+00:00,0.26
2017-07-27 08:00:00+00:00,0.22
2017-07-27 09:00:00+00:00,0.25
2017-07-27 10:00:00+00:00,0.18
2017-07-27 11:00:00+00:00,0.21
2017-07-27 17:00:00+00:00,-0.22
2017-07-27 18:00:00+00:00,-0.26
2017-07-27 19:00:00+00:00,-0.24
2017-07-27 20:00:00+00:00,-0.29
2017-07-27 21:00:00+00:00,-0.20
2017-07-27 22:00:00+00:00,-0.19
2017-07-28 06:00:00+00:00,0.17
2017-07-28 07:00:00+00:00,0.20
2017-07-28 08:00:00+00:00,0.26
2017-07-28 09:00:00+00:00,0.24
2017-07-28 11:00:00+00:00,0.27
2017-07-28 12:00:00+00:00,0.21
2017-07-28 16:00:00+00:00,-0.35
2017-07-29 05:00:00+00:00,0.19
2017-07-29 06:00:00+00:00,0.19
2017-07-29 07:00:00+00:00,0.19
2017-07-29 08:00:00+00:00,0.19
2017-07-29 09:00:00+00:00,0.19
2017-07-29 10:00:00+00:00,0.19
2017-07-29 17:00:00+00:00,-0.20
2017-07-29 18:00:00+00:00,-0.20
2017-07-29 19:00:00+00:00,-0.20
2017-07-29 20:00:00+00:00,-0.20
2017-07-29 21:00:00+00:00,-0.20
2017-07-29 22:00:00+00:00,-0.20
2017-07-30 05:00:00+00:00,0.19
2017-07-30 06:00:00+00:00,0.19
2017-07-30 07:00:00+00:00,0.19
2017-07-30 08:00:00+00:00,0.19
2017-07-30 09:00:00+00:00,0.19
2017-07-30 10:00:00+00:00,0.19
2017-07-30 17:00:00+00:00,-0.20
2017-07-30 18:00:00+00:00,-0.20
2017-07-30 19:00:00+00:00,-0.20
2017-07-30 20:00:00+00:00,-0.20
2017-07-30 21:00:00+00:00,-0.20
2017-07-30 22:00:00+00:00,-0.20
2017-07-31 05:00:00+00:00,0.20
2017-07-31 06:00:00+00:00,0.20
2017-07-31 07:00:00+00:00,0.20
2017-07-31 08:00:00+00:00,0.20
2017-07-31 09:00:00+00:00,0.20
2017-07-31 10:00:00+00:00,0.20
2017-07-31 17:00:00+00:00,-0.21
2017-07-31 18:00:00+00:00,-0.21
2017-07-31 19:00:00+00:00,-0.21
2017-07-31 20:00:00+00:00,-0.21
2017-07-31 21:00:00+00:00,-0.21
2017-07-31 22:00:00+00:00,-0.21
2017-08-01 05:00:00+00:00,0.20
2017-08-01 06:00:00+00:00,0.20
2017-08-01 07:00:00+00:00,0.20
2017-08-01 08:00:00+00:00,0.20
2017-08-01 09:00:00+00:00,0.20
2017-08-01 10:00:00+00:00,0.20
2017-08-01 17:00:00+00:00,-0.22
2017-08-01 18:00:00+00:00,-0.22
2017-08-01 19:00:00+00:00,-0.22
2017-08-01 20:00:00+00:00,-0.22
2017-08-01 21:00:00+00:00,-0.22
2017-08-01 22:00:00+00:00,-0.22
2017-08-02 05:00:00+00:00,0.20
2017-08-02 06:00:00+00:00,0.20
2017-08-02 07:00:00+00:00,0.20
2017-08-02 08:00:00+00:00,0.20
2017-08-02 09:00:00+00:00,0.20
2017-08-02 10:00:00+00:00,0.20
2017-08-02 17:00:00+00:00,-0.20
2017-08-02 18:00:00+00:00,-0.20
2017-08-02 19:00:00+00:00,-0.20
2017-08-02 20:00:00+00:00,-0.20
2017-08-02 21:00:00+00:00,-0.20
2017-08-02 22:00:00+00:00,-0.20
2017-08-03 05:00:00+00:00,0.21
2017-08-03 06:00:00+00:00,0.21
2017-08-03 07:00:00+00:00,0.21
2017-08-03 08:00:00+00:00,0.21
2017-08-03 09:00:00+00:00,0.21
2017-08-03 10:00:00+00:00,0.21
2017-08-03 17:00:00+00:00,-0.21
2017-08-03 18:00:00+00:00,-0.21
2017-08-03 19:00:00+00:00,-0.21
2017-08-03 20:00:00+00:00,-0.21
2017-08-03 21:00:00+00:00,-0.21
2017-08-03 22:00:00+00:00,-0.21
2017-08-04 05:00:00+00:00,0.18
2017-08-04 06:00:00+00:00,0.18
2017-08-04 07:00:00+00:00,0.18
2017-08-04 08:00:00+00:00,0.18
2017-08-04 09:00:00+00:00,0.18
2017-08-04 10:00:00+00:00,0.18
2017-08-04 17:00:00+00:00,-0.20
2017-08-04 18:00:00+00:00,-0.20
2017-08-04 19:00:00+00:00,-0.20
2017-08-04 20:00:00+00:00,-0.20
2017-08-04 21:00:00+00:00,-0.20
2017-08-04 22:00:00+00:00,-0.20
2017-08-05 05:00:00+00:00,0.21
2017-08-05 06:00:00+00:00,0.20
2017-08-05 07:00:00+00:00,0.21
2017-08-05 08:00:00+00:00,0.21
2017-08-05 09:00:00+00:00,0.21
2017-08-05 10:00:00+00:00,0.21
2017-08-05 17:00:00+00:00,-0.20
2017-08-05 18:00:00+00:00,-0.20
2017-08-05 19:00:00+00:00,-0.20
2017-08-05 20:00:00+00:00,-0.20
2017-08-05 21:00:00+00:00,-0.20
2017-08-05 22:00:00+00:00,-0.20
2017-08-06 05:00:00+00:00,0.19
2017-08-06 06:00:00+00:00,0.19
2017-08-06 07:00:00+00:00,0.19
2017-08-06 08:00:00+00:00,0.19
2017-08-06 09:00:00+00:00,0.19
2017-08-06 10:00:00+00:00,0.19
2017-08-06 17:00:00+00:00,-0.20
2017-08-06 18:00:00+00:00,-0.20
2017-08-06 19:00:00+00:00,-0.20
2017-08-06 20:00:00+00:00,-0.20
2017-08-06 21:00:00+00:00,-0.20
2017-08-06 22:00:00+00:00,-0.20
2017-08-08 05:00:00+00:00,0.20
2017-08-08 06:00:00+00:00,0.20
2017-08-08 07:00:00+00:00,0.20
2017-08-08 08:00:00+00:00,0.20
2017-08-08 09:00:00+00:00,0.20
2017-08-08 10:00:00+00:00,0.20
2017-08-09 05:00:00+00:00,0.18
2017-08-09 06:00:00+00:00,0.18
2017-08-09 07:00:00+00:00,0.18
2017-08-09 08:00:00+00:00,0.18
2017-08-09 09:00:00+00:00,0.18
2017-08-09 10:00:00+00:00,0.18
2017-08-09 17:00:00+00:00,-0.16
2017-08-09 18:00:00+00:00,-0.16
2017-08-09 19:00:00+00:00,-0.16
2017-08-09 20:00:00+00:00,-0.16
2017-08-09 21:00:00+00:00,-0.16
2017-08-09 22:00:00+00:00,-0.16
2017-08-10 05:00:00+00:00,0.21
2017-08-10 06:00:00+00:00,0.21
2017-08-10 07:00:00+00:00,0.21
2017-08-10 08:00:00+00:00,0.21
2017-08-10 09:00:00+00:00,0.21
2017-08-10 10:00:00+00:00,0.21
2017-08-10 17:00:00+00:00,-0.19
2017-08-10 18:00:00+00:00,-0.19
2017-08-10 19:00:00+00:00,-0.19
2017-08-10 20:00:00+00:00,-0.19
2017-08-10 21:00:00+00:00,-0.19
2017-08-10 22:00:00+00:00,-0.19
2017-08-11 05:00:00+00:00,0.20
2017-08-11 06:00:00+00:00,0.20
2017-08-11 07:00:00+00:00,0.20
2017-08-11 08:00:00+00:00,0.20
2017-08-11 09:00:00+00:00,0.20
2017-08-11 10:00:00+00:00,0.20
2017-08-11 17:00:00+00:00,-0.17
2017-08-11 18:00:00+00:00,-0.17
2017-08-11 19:00:00+00:00,-0.17
2017-08-11 20:00:00+00:00,-0.17
2017-08-11 21:00:00+00:00,-0.17
2017-08-11 22:00:00+00:00,-0.17
2017-08-12 05:00:00+00:00,0.19
2017-08-12 06:00:00+00:00,0.19
2017-08-12 07:00:00+00:00,0.19
2017-08-12 08:00:00+00:00,0.19
2017-08-12 09:00:00+00:00,0.19
2017-08-12 10:00:00+00:00,0.19
2017-08-12 17:00:00+00:00,-0.19
2017-08-12 18:00:00+00:00,-0.19
2017-08-12 19:00:00+00:00,-0.19
2017-08-12 20:00:00+00:00,-0.19
2017-08-12 21:00:00+00:00,-0.19
2017-08-12 22:00:00+00:00,-0.19
2017-08-13 05:00:00+00:00,0.22
2017-08-13 06:00:00+00:00,0.22
2017-08-13 07:00:00+00:00,0.22
2017-08-13 08:00:00+00:00,0.22
2017-08-13 09:00:00+00:00,0.22
2017-08-13 10:00:00+00:00,0.22
2017-08-14 05:00:00+00:00,0.20
2017-08-14 06:00:00+00:00,0.20
2017-08-14 07:00:00+00:00,0.20
2017-08-14 08:00:00+00:00,0.20
2017-08-14 09:00:00+00:00,0.20
2017-08-14 10:00:00+00:00,0.20
2017-08-15 05:00:00+00:00,0.19
2017-08-15 06:00:00+00:00,0.19
2017-08-15 07:00:00+00:00,0.19
2017-08-15 08:00:00+00:00,0.19
2017-08-15 09:00:00+00:00,0.19
2017-08-15 10:00:00+00:00,0.19
2017-08-15 17:00:00+00:00,-0.15
2017-08-15 18:00:00+00:00,-0.15
2017-08-15 19:00:00+00:00,-0.15
2017-08-15 20:00:00+00:00,-0.15
2017-08-15 21:00:00+00:00,-0.15
2017-08-15 22:00:00+00:00,-0.15
2017-08-16 05:00:00+00:00,0.18
2017-08-16 06:00:00+00:00,0.18
2017-08-16 07:00:00+00:00,0.18
2017-08-16 08:00:00+00:00,0.18
2017-08-16 09:00:00+00:00,0.18
2017-08-16 10:00:00+00:00,0.18
2017-08-17 05:00:00+00:00,0.18
2017-08-17 06:00:00+00:00,0.18
2017-08-17 07:00:00+00:00,0.18
2017-08-17 08:00:00+00:00,0.18
2017-08-17 09:00:00+00:00,0.18
2017-08-17 10:00:00+00:00,0.18
2017-08-23 05:00:00+00:00,0.17
2017-08-23 06:00:00+00:00,0.17
2017-08-23 07:00:00+00:00,0.17
2017-08-23 08:00:00+00:00,0.17
2017-08-23 09:00:00+00:00,0.17
2017-08-23 10:00:00+00:00,0.17
2017-08-28 05:00:00+00:00,0.17
2017-08-28 06:00:00+00:00,0.17
2017-08-28 07:00:00+00:00,0.17
2017-08-28 08:00:00+00:00,0.17
2017-08-28 09:00:00+00:00,0.17
2017-08-28 10:00:00+00:00,0.17
2017-09-02 05:00:00+00:00,0.17
2017-09-02 06:00:00+00:00,0.17
2017-09-02 07:00:00+00:00,0.17
2017-09-02 08:00:00+00:00,0.17
2017-09-02 09:00:00+00:00,0.17
2017-09-02 10:00:00+00:00,0.17
2019-07-16 17:00:00+00:00,-0.24
2019-07-16 18:00:00+00:00,-0.24
2019-07-16 19:00:00+00:00,-0.24
2019-07-16 20:00:00+00:00,-0.24
2019-07-16 21:00:00+00:00,-0.24
2019-07-16 22:00:00+00:00,-0.24
2019-07-17 05:00:00+00:00,0.16
2019-07-17 06:00:00+00:00,0.16
2019-07-17 07:00:00+00:00,0.16
2019-07-17 08:00:00+00:00,0.16
2019-07-17 09:00:00+00:00,0.16
2019-07-17 10:00:00+00:00,0.16
2019-07-17 17:00:00+00:00,-0.21
2019-07-17 18:00:00+00:00,-0.21
2019-07-17 19:00:00+00:00,-0.21
2019-07-17 20:00:00+00:00,-0.21
2019-07-17 21:00:00+00:00,-0.21
2019-07-17 22:00:00+00:00,-0.21
2019-07-18 05:00:00+00:00,0.20
2019-07-18 06:00:00+00:00,0.20
2019-07-18 07:00:00+00:00,0.20
2019-07-18 08:00:00+00:00,0.20
2019-07-18 09:00:00+00:00,0.20
2019-07-18 10:00:00+00:00,0.20
2019-07-18 17:00:00+00:00,-0.19
2019-07-18 18:00:00+00:00,-0.19
2019-07-18 19:00:00+00:00,-0.19
2019-07-18 20:00:00+00:00,-0.19
2019-07-18 21:00:00+00:00,-0.19
2019-07-18 22:00:00+00:00,-0.19
2019-07-19 05:00:00+00:00,0.21
2019-07-19 06:00:00+00:00,0.21
2019-07-19 07:00:00+00:00,0.21
2019-07-19 08:00:00+00:00,0.21
2019-07-19 09:00:00+00:00,0.21
2019-07-19 10:00:00+00:00,0.21
2019-07-19 17:00:00+00:00,-0.18
2019-07-19 18:00:00+00:00,-0.18
2019-07-19 19:00:00+00:00,-0.18
2019-07-19 20:00:00+00:00,-0.18
2019-07-19 21:00:00+00:00,-0.18
2019-07-19 22:00:00+00:00,-0.18
2019-07-20 05:00:00+00:00,0.20
2019-07-20 06:00:00+00:00,0.20
2019-07-20 07:00:00+00:00,0.20
2019-07-20 08:00:00+00:00,0.20
2019-07-20 09:00:00+00:00,0.20
2019-07-20 10:00:00+00:00,0.20
2019-07-20 17:00:00+00:00,-0.21
2019-07-20 18:00:00+00:00,-0.21
2019-07-20 19:00:00+00:00,-0.21
2019-07-20 20:00:00+00:00,-0.21
2019-07-20 21:00:00+00:00,-0.21
2019-07-20 22:00:00+00:00,-0.21
2019-07-21 05:00:00+00:00,0.18
2019-07-21 06:00:00+00:00,0.18
2019-07-21 07:00:00+00:00,0.18
2019-07-21 08:00:00+00:00,0.18
2019-07-21 09:00:00+00:00,0.18
2019-07-21 10:00:00+00:00,0.18
2019-07-21 17:00:00+00:00,-0.19
2019-07-21 18:00:00+00:00,-0.19
2019-07-21 19:00:00+00:00,-0.19
2019-07-21 20:00:00+00:00,-0.19
2019-07-21 21:00:00+00:00,-0.19
2019-07-21 22:00:00+00:00,-0.19
2019-07-22 05:00:00+00:00,0.16
2019-07-22 06:00:00+00:00,0.16
2019-07-22 07:00:00+00:00,0.16
2019-07-22 08:00:00+00:00,0.16
2019-07-22 09:00:00+00:00,0.16
2019-07-22 10:00:00+00:00,0.16
2019-07-22 17:00:00+00:00,-0.19
2019-07-22 18:00:00+00:00,-0.19
2019-07-22 19:00:00+00:00,-0.19
2019-07-22 20:00:00+00:00,-0.19
2019-07-22 21:00:00+00:00,-0.19
2019-07-22 22:00:00+00:00,-0.19
2019-07-23 05:00:00+00:00,0.15
2019-07-23 06:00:00+00:00,0.15
2019-07-23 07:00:00+00:00,0.15
2019-07-23 08:00:00+00:00,0.15
2019-07-23 09:00:00+00:00,0.15
2019-07-23 10:00:00+00:00,0.15
2019-07-24 05:00:00+00:00,0.22
2019-07-24 06:00:00+00:00,0.22
2019-07-24 07:00:00+00:00,0.22
2019-07-24 08:00:00+00:00,0.22
2019-07-24 09:00:00+00:00,0.22
2019-07-24 10:00:00+00:00,0.22
2019-07-24 17:00:00+00:00,-0.19
2019-07-24 18:00:00+00:00,-0.19
2019-07-24 19:00:00+00:00,-0.19
2019-07-24 20:00:00+00:00,-0.19
2019-07-24 21:00:00+00:00,-0.19
2019-07-24 22:00:00+00:00,-0.19
2019-07-25 05:00:00+00:00,0.18
2019-07-25 06:00:00+00:00,0.18
2019-07-25 07:00:00+00:00,0.18
2019-07-25 08:00:00+00:00,0.18
2019-07-25 09:00:00+00:00,0.18
2019-07-25 10:00:00+00:00,0.18
2019-07-25 17:00:00+00:00,-0.21
2019-07-25 18:00:00+00:00,-0.21
2019-07-25 19:00:00+00:00,-0.21
2019-07-25 20:00:00+00:00,-0.21
2019-07-25 21:00:00+00:00,-0.21
2019-07-25 22:00:00+00:00,-0.21
2019-07-26 17:00:00+00:00,-0.15
2019-07-26 18:00:00+00:00,-0.15
2019-07-26 19:00:00+00:00,-0.15
2019-07-26 20:00:00+00:00,-0.15
2019-07-26 21:00:00+00:00,-0.15
2019-07-26 22:00:00+00:00,-0.15
2019-07-27 05:00:00+00:00,0.20
2019-07-27 06:00:00+00:00,0.20
2019-07-27 07:00:00+00:00,0.20
2019-07-27 08:00:00+00:00,0.20
2019-07-27 09:00:00+00:00,0.20
2019-07-27 10:00:00+00:00,0.20
2019-07-27 17:00:00+00:00,-0.16
2019-07-27 18:00:00+00:00,-0.16
2019-07-27 19:00:00+00:00,-0.16
2019-07-27 20:00:00+00:00,-0.16
2019-07-27 21:00:00+00:00,-0.16
2019-07-27 22:00:00+00:00,-0.16
2019-08-01 05:00:00+00:00,0.16
2019-08-01 06:00:00+00:00,0.16
2019-08-01 07:00:00+00:00,0.16
2019-08-01 08:00:00+00:00,0.16
2019-08-01 09:00:00+00:00,0.16
2019-08-01 10:00:00+00:00,0.16
2019-08-02 05:00:00+00:00,0.17
2019-08-02 06:00:00+00:00,0.17
2019-08-02 07:00:00+00:00,0.17
2019-08-02 08:00:00+00:00,0.17
2019-08-02 09:00:00+00:00,0.17
2019-08-02 10:00:00+00:00,0.17
2019-08-02 17:00:00+00:00,-0.16
2019-08-02 18:00:00+00:00,-0.16
2019-08-02 19:00:00+00:00,-0.16
2019-08-02 20:00:00+00:00,-0.16
2019-08-02 21:00:00+00:00,-0.16
2019-08-02 22:00:00+00:00,-0.16
2019-08-03 05:00:00+00:00,0.17
2019-08-03 06:00:00+00:00,0.17
2019-08-03 07:00:00+00:00,0.17
2019-08-03 08:00:00+00:00,0.17
2019-08-03 09:00:00+00:00,0.17
2019-08-03 10:00:00+00:00,0.17
2019-08-03 17:00:00+00:00,-0.18
2019-08-03 18:00:00+00:00,-0.18
2019-08-03 19:00:00+00:00,-0.18
2019-08-03 20:00:00+00:00,-0.18
2019-08-03 21:00:00+00:00,-0.18
2019-08-03 22:00:00+00:00,-0.18
2019-08-04 17:00:00+00:00,-0.17
2019-08-04 18:00:00+00:00,-0.17
2019-08-04 19:00:00+00:00,-0.17
2019-08-04 20:00:00+00:00,-0.17
2019-08-04 21:00:00+00:00,-0.17
2019-08-04 22:00:00+00:00,-0.17
2019-08-05 05:00:00+00:00,0.17
2019-08-05 06:00:00+00:00,0.17
2019-08-05 07:00:00+00:00,0.17
2019-08-05 08:00:00+00:00,0.17
2019-08-05 09:00:00+00:00,0.17
2019-08-05 10:00:00+00:00,0.17
2019-08-05 17:00:00+00:00,-0.16
2019-08-05 18:00:00+00:00,-0.17
2019-08-05 19:00:00+00:00,-0.16
2019-08-05 20:00:00+00:00,-0.17
2019-08-05 21:00:00+00:00,-0.17
2019-08-05 22:00:00+00:00,-0.17
2019-08-06 17:00:00+00:00,-0.19
2019-08-06 18:00:00+00:00,-0.19
2019-08-06 19:00:00+00:00,-0.19
2019-08-06 20:00:00+00:00,-0.19
2019-08-06 21:00:00+00:00,-0.19
2019-08-06 22:00:00+00:00,-0.19
2019-08-07 05:00:00+00:00,0.18
